product_id,Category,Brand,Type1,Type2,modelNbr,ApplType,reviewCount,height,depth,width,ratingValue,priceValidUntil,price,status,earliestAvailabilityDate,Discontinued,Title,ImageUrl,ProductPageUrl,Description
301231463,APPLIANCES,Samsung,STEAM DRY ELEC W/O HOSES,OTHER,DVE60M9900V,LAUNDRY,258,61,53,22.5,4.0543,06/22/2021,1298,AVAILABLE,2021-06-29,,"Samsung 7.5 Total cu. ft. Electric FlexDry Dryer with Steam in Black Stainless, Fingerprint Resistant Black Stainless Steel",https://images.homedepot-static.com/productImages/6c6745c8-c3b0-4c82-a2b6-06bc0eccfd0b/svn/fingerprint-resistant-black-stainless-steel-samsung-electric-dryers-dve60m9900v-64_1000.jpg,https://www.homedepot.com/p/Samsung-7-5-Total-cu-ft-Electric-FlexDry-Dryer-with-Steam-in-Black-Stainless-DVE60M9900V/301231463,"Samsung's FlexDry Dryer provides the ultimate drying flexibility, by combining a conventional large capacity dryer with a delicate dryer, so you dry delicate and everyday garments at the same time. The standstill delicate dryer lets you lay flat undergarments, sweaters, and accessories to dry; to prevent items from shrinking and fabric damage. Combined with the Samsung FlexWash Washer, the Samsung FlexWash + FlexDry laundry pair provides a complete laundry solution to provide the optimal care for your clothes. Advanced features like Multi-Steam technology gives you the ability to steam away wrinkles. Color: Fingerprint Resistant Black Stainless Steel."
